x1,y1
10.0,1.2
10.1282051282051282,0.6496180360259891
10.15384615384615385,0.5352800020149668
10.1794871794871795,0.412304193077595
10.20512820512820512,0.31079937617301795
10.23076923076923078,0.25561747058372575
10.2564102564102564,0.26026893133421536
10.28205128205128205,0.323614918607402
10.3076923076923077,0.43014612545026853
10.3333333333333333,0.5537799970219539
10.358974358974359,0.6642466496796973
10.38461538461538464,0.7344999941936847
10.41025641025641024,0.7473395616558455
10.4358974358974359,0.6996217781558726
10.46153846153846156,0.6030296213104391
10.48717948717948717,0.48121221988454765
10.5128205128205128,0.36399472227765756
10.5384615384615384,0.2800760600070825
10.5641025641025641,0.2500024483623241
10.5897435897435898,0.2811369563278929
10.6153846153846154,0.3658567704998913
10.6410256410256411,0.4834195256621998
10.6666666666666666,0.6050417592066603
10.6923076923076923,0.7009461066379052
10.717948717948718,0.7476518389237176
10.7435897435897436,0.7337237638811708
10.7692307692307693,0.6625719600392792
10.7948717948717948,0.5516168704844492
10.8205128205128205,0.4280241708337337
10.8461538461538461,0.3220536644077192
10.8717948717948718,0.25965062703011077
11,0.6513849674299003
